Date,Open,High,Low,Close,Volume,Year,Month,Day,MA5,MA10,MA20,MA50,RSI,MACD,VWAP,Upper_band,Lower_band,OBV,+DI,-DI,ADX,ATR,Open_yes,High_yes,Low_yes,Close_yes,Volume_yes,Prev_Close
2020-06-02,120.1434,120.45889,119.17782,120.45889,3115093.0,2020,6,2,118.85659679999999,116.86042120000002,115.9904391,112.72045812,54.32657654431429,0.9948231983172775,120.37879808505872,121.33170975688917,110.64916844311084,20923035.0,4.917687746365968,66.41006240460176,121.97554955212813,3.1938006428571444,119.1587,120.21989,118.57552,119.39771,3003798.0,119.39771
2020-06-03,121.55832,123.90057,121.41492,123.37476,4097914.0,2020,6,3,119.66730279999999,117.28489520000001,116.1969401,113.30573532,61.31703486621051,1.1869693612050014,120.37916453512626,121.90036903732508,110.49351116267493,24038128.0,3.8138268540037648,71.01020712956785,123.28311601345841,3.008058500000002,120.1434,120.45889,119.17782,120.45889,3115093.0,120.45889
2020-06-04,122.16061,123.27916,121.43404,123.22179,4042581.0,2020,6,4,120.33843099999999,118.1223712,116.5062136,113.96118472,77.88947382576134,1.5565895245933348,120.39708688582938,123.04575440218846,109.96667279781153,28136042.0,22.75092107556039,66.78504494370307,117.90270454675309,2.8844577857142872,121.55832,123.90057,121.41492,123.37476,4097914.0,123.37476
2020-06-05,128.0019073,128.32697,125.95602,126.25239,6163764.0,2020,6,5,121.172082,118.84034339999998,116.77963559999998,114.40879451999999,76.1612644852958,1.8162363246885604,120.413660788522,123.96419501474372,109.59507618525623,24093461.0,30.418062954739554,64.60634179951622,108.03452006846805,2.6625227857142875,122.16061,123.27916,121.43404,123.22179,4042581.0,123.22179
2020-06-08,126.45316,129.9044,126.45316,129.78012,5617543.0,2020,6,8,122.54110800000001,120.07743740000001,117.2973221,114.90994172,79.04469410018086,2.2407227199234114,120.4654321476879,125.6170129861251,108.9776312138749,30257225.0,39.9147045159158,62.763667797052435,95.01962735585016,2.881043500000001,128.0019073,128.32697,125.95602,126.25239,6163764.0,126.25239
2020-06-09,127.64819,127.72466,125.25813,126.070747,5641706.0,2020,6,9,124.61758999999999,121.7370934,117.90726509999999,115.34703551999999,78.30076853258001,2.829176588327641,120.54010185692734,127.92914622932902,107.88538397067096,35874768.0,33.275906735717946,55.37778817398947,86.5152127591336,2.77451492857143,126.45316,129.9044,126.45316,129.78012,5617543.0,129.78012
2020-06-10,126.33843,126.41492,124.091782,124.1587,4952601.0,2020,6,10,125.7399614,122.70363209999998,118.35085995,115.80286726,70.91763102027656,2.962070216412684,120.58427248410703,129.00608884643435,107.69563105356565,30233062.0,26.378925943504527,53.91183167610431,77.47948326388611,2.958890642857145,127.64819,127.72466,125.25813,126.070747,5641706.0,126.070747
2020-06-11,120.48757,120.5545,112.65775,112.82027,12304726.0,2020,6,11,125.8967494,123.1175902,118.81022895000001,116.12676786,64.8478437692352,2.8799054040415655,120.60915836037125,129.6426885208086,107.97776937919141,25280461.0,22.3956122914174,55.34650275716301,70.50459223313023,2.9759627142857163,126.33843,126.41492,124.091782,124.1587,4952601.0,124.1587
2020-06-12,115.91779,117.70554,114.034416,116.54876,6506434.0,2020,6,12,123.81644539999999,122.4942637,118.91921595000001,116.2621407,48.54674714468503,1.8782216860409306,120.4767203883661,129.44510804264357,108.39332385735645,12975735.0,8.28605819195777,65.17217802787148,67.88632088716942,3.6096691428571455,120.48757,120.5545,112.65775,112.82027,12304726.0,112.82027
2020-06-15,113.94837,116.98853,113.087952,116.30019,5385959.0,2020,6,15,121.87571940000001,122.20841370000001,119.15630995,116.5827909,54.255318287995365,1.3694519162564944,120.44171878572381,129.2107186514173,109.10190124858269,19482169.0,6.507392921862831,61.526136819806624,64.9975455277456,3.830237000000003,115.91779,117.70554,114.034416,116.54876,6506434.0,116.54876
2020-06-16,119.50287,121.89292,117.74379,119.64627,5864608.0,2020,6,16,119.17973339999999,121.8986617,119.37954144999999,116.80554430000001,49.85619892956326,0.935407886752941,120.41139315911062,128.9354741167938,109.82360878320615,14096210.0,-0.44689665426987346,57.34716237266295,64.12251495724813,3.8199947142857167,113.94837,116.98853,113.087952,116.30019,5385959.0,116.30019
2020-06-17,120.29636,120.6979,117.97323,118.69025,3302013.0,2020,6,17,117.89483800000001,121.81739970000001,119.55114745,117.1652001,49.48643669969963,0.8516087424210781,120.40534103999464,128.99029049854045,110.11200440145956,19960818.0,2.893280332145153,59.753995059517585,64.29701852980216,3.9415468571428596,119.50287,121.89292,117.74379,119.64627,5864608.0,119.64627
2020-06-18,117.59082,118.92925,116.95029,118.69981,2997208.0,2020,6,18,116.80114800000001,121.34894870000001,119.73565995000001,117.34359409999999,49.499478308935636,0.6999854955237623,120.39773649581403,128.9416083260401,110.52971157395994,16658805.0,-1.245231629219855,58.768586709769586,66.28348028539959,3.9483761428571458,120.29636,120.6979,117.97323,118.69025,3302013.0,118.69025
2020-06-19,120.62141,121.24283,116.8738,117.084129,8471554.0,2020,6,19,117.97705599999999,120.89675070000001,119.86854705,117.5198847,49.01596735367897,0.5739779317663505,120.39093039089254,128.92552737790038,110.81156672209964,19656013.0,-1.280707527506683,58.01753374670754,67.46598672746912,3.892379714285717,117.59082,118.92925,116.95029,118.69981,2997208.0,118.69981
2020-06-22,116.74952,117.11281,115.22945,115.7457,4993081.0,2020,6,22,118.0841298,119.9799246,120.028681,117.58068776,46.91954626525071,0.33982676435793735,120.35388439959709,128.74686568896837,111.31049631103163,11184459.0,1.7877948007108655,52.39767306693963,67.97957178177629,4.086998285714287,120.62141,121.24283,116.8738,117.084129,8471554.0,117.084129
2020-06-23,116.64436,117.49522,113.98662,114.1587,6937700.0,2020,6,23,117.97323180000001,118.5764826,120.156788,117.57246596,43.77054098813504,0.04573306038432179,120.32365633907692,128.51951296460604,111.79406303539399,6191378.0,-5.7870366767250765,53.65409076464641,70.43483933977218,4.130019000000002,116.74952,117.11281,115.22945,115.7457,4993081.0,115.7457
2020-06-24,113.11664,113.11664,110.78394,111.30019,7061546.0,2020,6,24,116.8757178,117.3852779,120.044455,117.53919636,37.37559923048643,-0.3118016998273134,120.26797406715929,128.67540939643774,111.41350060356226,-746322.0,-11.065229531109004,51.874464929077725,77.93831584272866,4.134799000000001,116.64436,117.49522,113.98662,114.1587,6937700.0,114.1587
2020-06-25,111.62524,113.9675,110.99426,113.79541,6412608.0,2020,6,25,115.3977058,116.09942689999998,119.60850854999998,117.39598416000001,34.796406312011385,-0.8163975182287118,120.18628160158418,129.0842845115666,110.13273258843336,-7807868.0,-17.131338452108185,55.98708968017618,88.80979765827051,4.237230428571429,113.11664,113.11664,110.78394,111.30019,7061546.0,111.30019
2020-06-26,113.059273,113.75717,111.14722,112.036331,11244605.0,2020,6,26,114.4168258,116.1969409,119.3456023,117.40248516,33.89369953924296,-1.0033835580790367,120.13384748293521,129.1715164054405,109.51968819455948,-1395260.0,-25.108671578798834,50.53493411335819,108.47043481935756,4.084949000000002,111.62524,113.9675,110.99426,113.79541,6412608.0,113.79541
2020-06-29,112.79159,114.51243,112.20841,114.48375,4350837.0,2020,6,29,113.40726620000001,115.74569800000002,118.97705585000001,117.43040118,25.958547132146023,-1.278773412000774,120.01900259853574,129.3319266447362,108.62218505526383,-12639865.0,-28.7391582727106,50.82522230927121,132.42160676988334,4.013247571428573,113.059273,113.75717,111.14722,112.036331,11244605.0,112.036331
